pollutant,model_rmse,model_r2,persistence_rmse,improvement_pct
pm2.5,7.03513010290689,0.07333534082421811,9.311886027331287,24.44999775278497
o3,0.006532072463961898,0.5554153854782711,0.008888413823787016,26.51025713405825
no2,4.031204479265144,0.5605689568560792,6.177192013417268,34.740502310611326
